Drug Name,Chemical Compound,Usage,Dosage,Side Effects,Manufacturer,SMILES,MolWt,LogP,NumHAcceptors,NumHDonors,Side Effects Encoded
DengueDrug274,C373H473N283O278,Antiviral,86 mg/day,"Vision problems, heart issues",PharmaCompany3,c1c(ccc(c1)C(CNC(C)C)O)Nc1ccccn1,271.36400000000003,2.8566000000000003,4.0,3.0,8
DengueDrug275,C374H474N284O279,Antiviral,200 mg/day,"Photosensitivity, stomach upset",PharmaCompany4,C1(C(O)C(C(C(C)C1C)N1C2C(C)C(=O)N(CC2=O)C(=C1O)c1ccccc1)O)O,416.4740000000001,0.3394000000000002,7.0,4.0,5
DengueDrug276,C375H475N285O280,Antiviral,74 mg/day,"Dizziness, fatigue, headache",PharmaCompany0,C(SC(=Nc1cncn1C)N(C)C)CNC,241.36399999999998,0.9217999999999997,5.0,1.0,3
DengueDrug277,C376H476N286O281,Antiviral,182 mg/day,"Vision problems, heart issues",PharmaCompany1,c1(ccc2c(c1)cncc2N1CCN(C)CC1)Cl,261.7559999999999,2.6400000000000006,3.0,0.0,8
DengueDrug278,C377H477N287O282,Antiviral,88 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany2,C12C(N(C(C(CSc3n(nnn3)CC(O)=O)C=2NC(C(N)C1C)=O)=O)C)=O,395.4010000000001,-2.188099999999997,10.0,3.0,2
DengueDrug279,C378H478N288O283,Antiviral,148 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany3,c1(c([C@H]2O[C@@H](C)[C@@H](CC)[C@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O[C@H](O)C3)N(C)C)C2)cc(c(O)c1O)O)O,473.51900000000023,0.4870999999999995,11.0,7.0,1
DengueDrug280,C379H479N289O284,Antiviral,124 mg/day,"Vision problems, heart issues",PharmaCompany4,n1cc(N2CCN(CC2)C)c2c(c1)cc(cc2)Cl,261.75600000000003,2.6400000000000015,3.0,0.0,8
DengueDrug281,C380H480N290O285,Antiviral,147 mg/day,"Vision problems, heart issues",PharmaCompany0,N(C(C)C)CC(c1ccc(cc1)Nc1ncccc1)O,271.36400000000003,2.8566000000000016,4.0,3.0,8
DengueDrug282,C381H481N291O286,Antiviral,158 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany1,[Na+].c1ccc(C(c2ccccc2)C)c(C(C([O-])=O)C)c1,276.311,-0.30419999999999936,2.0,0.0,7
DengueDrug283,C382H482N292O287,Antiviral,197 mg/day,"Photosensitivity, stomach upset",PharmaCompany2,C1(O)N(C2C(C)C(C)C(C(O)C2O)O)C2C(=O)CN(C=1c1ccccc1)C(=O)C2C,416.47400000000016,0.3393999999999995,7.0,4.0,5
DengueDrug284,C383H483N293O288,Antiviral,141 mg/day,"Vision problems, heart issues",PharmaCompany3,C(C(c1ccc(cc1)Nc1ncccc1)O)NC(C)C,271.36400000000003,2.8566000000000003,4.0,3.0,8
DengueDrug285,C384H484N294O289,Antiviral,179 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany4,c12c(=CC(OC)=C(OC)NC=1)c(=O)[nH]c(n2)SCc1ccccc1F,361.3980000000001,0.7849,6.0,2.0,0
DengueDrug286,C385H485N295O290,Antiviral,151 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany0,C1(N(C)C(C(C2NC(=O)C(C(C1=2)C)N)CSc1n(nnn1)CC(O)=O)=O)=O,395.4010000000001,-2.188099999999996,10.0,3.0,2
DengueDrug287,C386H486N296O291,Antiviral,143 mg/day,"Vision problems, heart issues",PharmaCompany1,OC(c1ccc(cc1)Nc1ccccn1)CNC(C)C,271.36400000000003,2.856600000000001,4.0,3.0,8
DengueDrug288,C387H487N297O292,Antiviral,119 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,[C@@H]1([C@@H]([C@H](O[C@@H]2C[C@@H](O)O[C@H](N(C)C)[C@H]2O)C[C@H](O[C@H]1C)c1c(O)c(c(O)c(O)c1)O)O)CC,473.51900000000023,0.4870999999999996,11.0,7.0,1
DengueDrug289,C388H488N298O293,Antiviral,115 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany3,[C@H]1(O[C@H](c2cc(O)c(c(c2O)O)O)C[C@@H](O[C@H]2[C@@H]([C@@H](N(C)C)O[C@H](O)C2)O)[C@H]([C@@H]1CC)O)C,473.51900000000023,0.4870999999999996,11.0,7.0,1
DengueDrug290,C389H489N299O294,Antiviral,158 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany4,c1cc(ccc1CC(C)C)C(C(=O)O)C,206.28499999999997,3.073200000000001,1.0,1.0,6
DengueDrug291,C390H490N300O295,Antiviral,198 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany0,[Na+].c1c(C(C)c2ccccc2C(C)C(=O)[O-])cccc1,276.311,-0.30419999999999936,2.0,0.0,7
DengueDrug292,C391H491N301O296,Antiviral,173 mg/day,"Vision problems, heart issues",PharmaCompany1,n1c(cccc1)Nc1ccc(cc1)C(CNC(C)C)O,271.364,2.8566000000000007,4.0,3.0,8
DengueDrug293,C392H492N302O297,Antiviral,126 mg/day,"Vision problems, heart issues",PharmaCompany2,c12c(ccc(c2)Cl)c(cnc1)N1CCN(C)CC1,261.75600000000003,2.6400000000000015,3.0,0.0,8
DengueDrug294,C393H493N303O298,Antiviral,161 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany3,O(C)C1=C(OC)NC=c2nc(SCc3c(F)cccc3)[nH]c(=O)c2=C1,361.398,0.7848999999999998,6.0,2.0,0
DengueDrug295,C394H494N304O299,Antiviral,78 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany4,C(c1ccc(cc1)CC(C)C)(C(O)=O)C,206.28499999999997,3.073200000000001,1.0,1.0,6
DengueDrug296,C395H495N305O300,Antiviral,126 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany0,C(CN(C)C)C(c1ccccc1)c1ccc(cn1)Cl,274.79499999999996,3.8186000000000027,2.0,0.0,7
DengueDrug297,C396H496N306O301,Antiviral,52 mg/day,"Photosensitivity, stomach upset",PharmaCompany1,C1(=C(N(C2C(C(=O)N1CC2=O)C)C1C(O)C(O)C(O)C(C1C)C)O)c1ccccc1,416.4740000000001,0.3394000000000012,7.0,4.0,5
DengueDrug298,C397H497N307O302,Antiviral,166 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany2,[Na+].[O-]C(=O)C(c1ccccc1C(C)c1ccccc1)C,276.31100000000004,-0.3041999999999976,2.0,0.0,7
DengueDrug299,C398H498N308O303,Antiviral,129 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany3,C(c1ccccc1F)Sc1[nH]c(c2=CC(=C(NC=c2n1)OC)OC)=O,361.39800000000014,0.7849,6.0,2.0,0
DengueDrug300,C399H499N309O304,Antiviral,90 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany4,c1ccc(C(=O)O)c(OC(=O)C)c1,180.15899999999996,1.3100999999999998,3.0,1.0,4
DengueDrug301,C400H500N310O305,Antiviral,116 mg/day,"Vision problems, heart issues",PharmaCompany0,c1c2c(c(cnc2)N2CCN(CC2)C)ccc1Cl,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug302,C401H501N311O306,Antiviral,79 mg/day,"Vision problems, heart issues",PharmaCompany1,C1CN(C)CCN1c1c2c(cc(cc2)Cl)cnc1,261.75600000000003,2.6400000000000006,3.0,0.0,8
DengueDrug303,C402H502N312O307,Antiviral,71 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,[C@@H]1(O)C[C@@H](O[C@@H]2C[C@H](O[C@@H](C)[C@H]([C@@H]2O)CC)c2cc(c(c(c2O)O)O)O)[C@@H]([C@H](O1)N(C)C)O,473.5190000000002,0.48710000000000014,11.0,7.0,1
DengueDrug304,C403H503N313O308,Antiviral,158 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany3,C(O)(=O)c1c(OC(=O)C)cccc1,180.159,1.3101,3.0,1.0,4
DengueDrug305,C404H504N314O309,Antiviral,106 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany4,O(C)C1C=c2c([nH]c(nc2=CNC=1OC)SCc1c(cccc1)F)=O,361.3980000000001,0.7849000000000006,6.0,2.0,0
DengueDrug306,C405H505N315O310,Antiviral,192 mg/day,"Photosensitivity, stomach upset",PharmaCompany0,C1(=C(c2ccccc2)N2CC(C(N1C1C(C)C(C)C(O)C(C1O)O)C(C2=O)C)=O)O,416.4740000000001,0.33940000000000003,7.0,4.0,5
DengueDrug307,C406H506N316O311,Antiviral,117 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany1,c1ccc(C(CCN(C)C)c2ncc(Cl)cc2)cc1,274.795,3.8186000000000027,2.0,0.0,7
DengueDrug308,C407H507N317O312,Antiviral,162 mg/day,"Vision problems, heart issues",PharmaCompany2,C(C(c1ccc(Nc2ccccn2)cc1)O)NC(C)C,271.36400000000003,2.8566000000000003,4.0,3.0,8
DengueDrug309,C408H508N318O313,Antiviral,73 mg/day,"Vision problems, heart issues",PharmaCompany3,c1c(cc2c(c1)c(cnc2)N1CCN(C)CC1)Cl,261.7559999999999,2.6400000000000006,3.0,0.0,8
DengueDrug310,C409H509N319O314,Antiviral,167 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany4,c1(ncc(Cl)cc1)C(CCN(C)C)c1ccccc1,274.79499999999996,3.8186000000000027,2.0,0.0,7
DengueDrug311,C410H510N320O315,Antiviral,194 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany0,O=C(C)Nc1ccc(cc1)O,151.165,1.3505999999999998,2.0,2.0,4
DengueDrug312,C411H511N321O316,Antiviral,174 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany1,O=C(O)C(c1ccc(CC(C)C)cc1)C,206.285,3.0732000000000017,1.0,1.0,6
DengueDrug313,C412H512N322O317,Antiviral,95 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany2,O(C)C1=C(NC=c2nc([nH]c(c2=C1)=O)SCc1ccccc1F)OC,361.398,0.7848999999999995,6.0,2.0,0
DengueDrug314,C413H513N323O318,Antiviral,162 mg/day,"Vision problems, heart issues",PharmaCompany3,c1c2cc(ccc2c(N2CCN(C)CC2)cn1)Cl,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug315,C414H514N324O319,Antiviral,175 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany4,[Na+].c1c(cccc1)C(c1c(cccc1)C(C)C([O-])=O)C,276.31100000000004,-0.30419999999999936,2.0,0.0,7
DengueDrug316,C415H515N325O320,Antiviral,85 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany0,c1cc(C(O)=O)c(OC(C)=O)cc1,180.15899999999996,1.3100999999999998,3.0,1.0,4
DengueDrug317,C416H516N326O321,Antiviral,117 mg/day,"Vision problems, heart issues",PharmaCompany1,c1c2c(cncc2N2CCN(CC2)C)cc(c1)Cl,261.756,2.6400000000000015,3.0,0.0,8
DengueDrug318,C417H517N327O322,Antiviral,55 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany2,c1cc(C(O)=O)c(cc1)OC(C)=O,180.15899999999993,1.3100999999999998,3.0,1.0,4
DengueDrug319,C418H518N328O323,Antiviral,196 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany3,C1(C(C(NC2C(CSc3n(CC(O)=O)nnn3)C(N(C(=O)C=21)C)=O)=O)N)C,395.4010000000002,-2.188099999999997,10.0,3.0,2
DengueDrug320,C419H519N329O324,Antiviral,52 mg/day,"Dizziness, fatigue, headache",PharmaCompany4,C(=Nc1cncn1C)(SCCNC)N(C)C,241.36399999999998,0.9217999999999997,5.0,1.0,3
DengueDrug321,C420H520N330O325,Antiviral,168 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany0,C12C(C)C(C(=O)NC=2C(CSc2nnnn2CC(=O)O)C(=O)N(C1=O)C)N,395.4010000000002,-2.188099999999997,10.0,3.0,2
DengueDrug322,C421H521N331O326,Antiviral,60 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany1,Oc1c(O)cc([C@@H]2C[C@H]([C@H]([C@H](CC)[C@H](C)O2)O)O[C@@H]2C[C@H](O[C@H](N(C)C)[C@H]2O)O)c(c1O)O,473.5190000000002,0.4870999999999995,11.0,7.0,1
DengueDrug323,C422H522N332O327,Antiviral,165 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,[C@@H]1(CC)[C@@H](O[C@@H](C[C@H]([C@H]1O)O[C@@H]1C[C@H](O[C@H](N(C)C)[C@H]1O)O)c1c(c(O)c(c(O)c1)O)O)C,473.5190000000002,0.4870999999999991,11.0,7.0,1
DengueDrug324,C423H523N333O328,Antiviral,118 mg/day,"Vision problems, heart issues",PharmaCompany3,c1c(c2c(cn1)cc(Cl)cc2)N1CCN(CC1)C,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug325,C424H524N334O329,Antiviral,127 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany4,C[C@@H]1O[C@@H](C[C@H]([C@H]([C@@H]1CC)O)O[C@@H]1C[C@@H](O)O[C@H](N(C)C)[C@H]1O)c1c(c(O)c(O)c(c1)O)O,473.5190000000002,0.4870999999999997,11.0,7.0,1
DengueDrug326,C425H525N335O330,Antiviral,180 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany0,C(c1ccc(C(C)C(O)=O)cc1)C(C)C,206.285,3.0732000000000017,1.0,1.0,6
DengueDrug327,C426H526N336O331,Antiviral,111 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany1,n1c2=CNC(=C(C=c2c(=O)[nH]c1SCc1ccccc1F)OC)OC,361.3980000000001,0.7848999999999993,6.0,2.0,0
DengueDrug328,C427H527N337O332,Antiviral,62 mg/day,"Photosensitivity, stomach upset",PharmaCompany2,C1(c2ccccc2)N2C(C(C(C(C2)=O)N(C=1O)C1C(C(C(O)C(C1O)O)C)C)C)=O,416.4740000000001,0.3393999999999997,7.0,4.0,5
DengueDrug329,C428H528N338O333,Antiviral,60 mg/day,"Vision problems, heart issues",PharmaCompany3,c1ncc(c2c1cc(cc2)Cl)N1CCN(CC1)C,261.7559999999999,2.6400000000000006,3.0,0.0,8
DengueDrug330,C429H529N339O334,Antiviral,184 mg/day,"Dizziness, fatigue, headache",PharmaCompany4,N(C)(C)C(SCCNC)=Nc1cncn1C,241.36400000000003,0.9217999999999997,5.0,1.0,3
DengueDrug331,C430H530N340O335,Antiviral,185 mg/day,"Dizziness, fatigue, headache",PharmaCompany0,c1ncc(N=C(N(C)C)SCCNC)n1C,241.36399999999998,0.9217999999999997,5.0,1.0,3
DengueDrug332,C431H531N341O336,Antiviral,190 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany1,n1n(CC(=O)O)c(SCC2C(N(C(C3=C2NC(C(C3C)N)=O)=O)C)=O)nn1,395.4010000000001,-2.188099999999997,10.0,3.0,2
DengueDrug333,C432H532N342O337,Antiviral,82 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany2,C(c1ccc(cc1)C(C)C(=O)O)C(C)C,206.28499999999997,3.073200000000001,1.0,1.0,6
DengueDrug334,C433H533N343O338,Antiviral,194 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany3,O=C(C(C)c1c(cccc1)C(c1ccccc1)C)[O-].[Na+],276.311,-0.30420000000000025,2.0,0.0,7
DengueDrug335,C434H534N344O339,Antiviral,50 mg/day,"Vision problems, heart issues",PharmaCompany4,c1ncc2c(c1N1CCN(CC1)C)ccc(Cl)c2,261.756,2.6400000000000006,3.0,0.0,8
DengueDrug336,C435H535N345O340,Antiviral,133 mg/day,"Photosensitivity, stomach upset",PharmaCompany0,OC1N(C2C(C)C(N(C=1c1ccccc1)CC2=O)=O)C1C(C(C)C(O)C(C1O)O)C,416.4740000000001,0.33940000000000003,7.0,4.0,5
DengueDrug337,C436H536N346O341,Antiviral,70 mg/day,"Vision problems, heart issues",PharmaCompany1,c1c(Cl)ccc2c1cncc2N1CCN(CC1)C,261.7559999999999,2.6400000000000006,3.0,0.0,8
DengueDrug338,C437H537N347O342,Antiviral,144 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany2,OC(=O)C(C)c1ccc(cc1)CC(C)C,206.285,3.0732000000000017,1.0,1.0,6
DengueDrug339,C438H538N348O343,Antiviral,161 mg/day,"Photosensitivity, stomach upset",PharmaCompany3,OC1C(O)C(C(C)C(C)C1N1C2C(C(=O)N(CC2=O)C(c2ccccc2)=C1O)C)O,416.4740000000001,0.3394000000000011,7.0,4.0,5
DengueDrug340,C439H539N349O344,Antiviral,61 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany4,COC1NC=c2c(c(=O)[nH]c(SCc3c(F)cccc3)n2)=CC=1OC,361.398,0.7848999999999988,6.0,2.0,0
DengueDrug341,C440H540N350O345,Antiviral,51 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany0,[Na+].c1ccc(C(C)c2c(cccc2)C(C)C([O-])=O)cc1,276.311,-0.30419999999999936,2.0,0.0,7
DengueDrug342,C441H541N351O346,Antiviral,99 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany1,c1c(F)c(CSc2nc3c(=CC(=C(NC=3)OC)OC)c([nH]2)=O)ccc1,361.3980000000001,0.7848999999999999,6.0,2.0,0
DengueDrug343,C442H542N352O347,Antiviral,155 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,O[C@@H]1C[C@@H](O[C@H]2[C@H]([C@@H]([C@@H](O[C@H](c3c(c(c(c(O)c3)O)O)O)C2)C)CC)O)[C@H](O)[C@H](O1)N(C)C,473.5190000000002,0.48709999999999953,11.0,7.0,1
DengueDrug344,C443H543N353O348,Antiviral,93 mg/day,"Vision problems, heart issues",PharmaCompany3,c1(Nc2ncccc2)ccc(cc1)C(O)CNC(C)C,271.364,2.856600000000001,4.0,3.0,8
DengueDrug345,C444H544N354O349,Antiviral,84 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany4,CC(C(=O)[O-])c1c(C(c2ccccc2)C)cccc1.[Na+],276.31100000000004,-0.30419999999999936,2.0,0.0,7
DengueDrug346,C445H545N355O350,Antiviral,107 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany0,N1C=c2nc(SCc3c(F)cccc3)[nH]c(c2=CC(=C1OC)OC)=O,361.3980000000002,0.7848999999999999,6.0,2.0,0
DengueDrug347,C446H546N356O351,Antiviral,66 mg/day,"Dizziness, fatigue, headache",PharmaCompany1,CN(C(SCCNC)=Nc1cncn1C)C,241.36400000000003,0.9218,5.0,1.0,3
DengueDrug348,C447H547N357O352,Antiviral,69 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany2,C(C(=O)O)n1c(nnn1)SCC1C(N(C)C(=O)C2C(C(N)C(NC=21)=O)C)=O,395.4010000000001,-2.188099999999996,10.0,3.0,2
DengueDrug349,C448H548N358O353,Antiviral,193 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany3,c1(NC(C)=O)ccc(O)cc1,151.165,1.3505999999999998,2.0,2.0,4
DengueDrug350,C449H549N359O354,Antiviral,81 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany4,[Na+].c1ccc(C(c2ccccc2C(C)C([O-])=O)C)cc1,276.311,-0.30419999999999936,2.0,0.0,7
DengueDrug351,C450H550N360O355,Antiviral,138 mg/day,"Dizziness, fatigue, headache",PharmaCompany0,n1(c(N=C(N(C)C)SCCNC)cnc1)C,241.364,0.9217999999999995,5.0,1.0,3
DengueDrug352,C451H551N361O356,Antiviral,91 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany1,c1(ccc(cc1)C(C(O)=O)C)CC(C)C,206.28499999999997,3.0732000000000017,1.0,1.0,6
DengueDrug353,C452H552N362O357,Antiviral,123 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany2,[Na+].c1c(C(C)c2ccccc2)c(ccc1)C(C)C([O-])=O,276.31100000000004,-0.30420000000000025,2.0,0.0,7
DengueDrug354,C453H553N363O358,Antiviral,162 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany3,C(C)(c1ccccc1)c1c(C(C)C([O-])=O)cccc1.[Na+],276.311,-0.30419999999999936,2.0,0.0,7
DengueDrug355,C454H554N364O359,Antiviral,83 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany4,CC(Cc1ccc(cc1)C(C)C(O)=O)C,206.28499999999997,3.073200000000001,1.0,1.0,6
DengueDrug356,C455H555N365O360,Antiviral,156 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany0,c1c(cccc1)C(CCN(C)C)c1ncc(Cl)cc1,274.79499999999996,3.8186000000000027,2.0,0.0,7
DengueDrug357,C456H556N366O361,Antiviral,145 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany1,CC(=O)Oc1ccccc1C(O)=O,180.15899999999996,1.3101,3.0,1.0,4
DengueDrug358,C457H557N367O362,Antiviral,173 mg/day,"Vision problems, heart issues",PharmaCompany2,n1ccccc1Nc1ccc(C(O)CNC(C)C)cc1,271.364,2.856600000000001,4.0,3.0,8
DengueDrug359,C458H558N368O363,Antiviral,132 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany3,[Na+].c1c(c(ccc1)C(C)c1ccccc1)C(C([O-])=O)C,276.31100000000004,-0.30419999999999936,2.0,0.0,7
DengueDrug360,C459H559N369O364,Antiviral,102 mg/day,"Vision problems, heart issues",PharmaCompany4,c1ccnc(Nc2ccc(cc2)C(CNC(C)C)O)c1,271.364,2.8566000000000003,4.0,3.0,8
DengueDrug361,C460H560N370O365,Antiviral,197 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany0,CN1C(=O)C(CSc2nnnn2CC(O)=O)C2=C(C(C(N)C(N2)=O)C)C1=O,395.4010000000001,-2.188099999999996,10.0,3.0,2
DengueDrug362,C461H561N371O366,Antiviral,69 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany1,Oc1c(c(cc([C@@H]2C[C@@H](O[C@H]3[C@@H]([C@H](O[C@H](O)C3)N(C)C)O)[C@H]([C@@H]([C@@H](O2)C)CC)O)c1O)O)O,473.5190000000002,0.48709999999999903,11.0,7.0,1
DengueDrug363,C462H562N372O367,Antiviral,92 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany2,c1(cnc(cc1)C(c1ccccc1)CCN(C)C)Cl,274.79499999999996,3.8186000000000027,2.0,0.0,7
DengueDrug364,C463H563N373O368,Antiviral,143 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany3,[Na+].[O-]C(C(C)c1ccccc1C(c1ccccc1)C)=O,276.31100000000004,-0.30419999999999847,2.0,0.0,7
DengueDrug365,C464H564N374O369,Antiviral,157 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany4,[Na+].c1cc(ccc1)C(c1c(cccc1)C(C([O-])=O)C)C,276.31100000000004,-0.30419999999999936,2.0,0.0,7
DengueDrug366,C465H565N375O370,Antiviral,140 mg/day,"Vision problems, heart issues",PharmaCompany0,C(C(O)c1ccc(Nc2ccccn2)cc1)NC(C)C,271.36400000000003,2.856600000000001,4.0,3.0,8
DengueDrug367,C466H566N376O371,Antiviral,60 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany1,c1ccc(c(OC(=O)C)c1)C(O)=O,180.159,1.3100999999999998,3.0,1.0,4
DengueDrug368,C467H567N377O372,Antiviral,98 mg/day,"Diarrhea, nausea, dizziness",PharmaCompany2,c1c(c(CSc2[nH]c(c3c(=CNC(=C(C=3)OC)OC)n2)=O)ccc1)F,361.3980000000001,0.7848999999999999,6.0,2.0,0
DengueDrug369,C468H568N378O373,Antiviral,70 mg/day,"Vision problems, heart issues",PharmaCompany3,C1CN(CCN1C)c1c2c(cnc1)cc(Cl)cc2,261.75600000000003,2.6400000000000006,3.0,0.0,8
DengueDrug370,C469H569N379O374,Antiviral,60 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany4,C1(N)C(NC2=C(C1C)C(N(C(=O)C2CSc1nnnn1CC(O)=O)C)=O)=O,395.4010000000001,-2.188099999999996,10.0,3.0,2
DengueDrug371,C470H570N380O375,Antiviral,113 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany0,C(O)(=O)C(c1ccc(CC(C)C)cc1)C,206.285,3.0732000000000017,1.0,1.0,6
DengueDrug372,C471H571N381O376,Antiviral,102 mg/day,"Photosensitivity, stomach upset",PharmaCompany1,c1c(C2N3CC(=O)C(N(C=2O)C2C(C(C(C(O)C2O)O)C)C)C(C3=O)C)cccc1,416.47400000000016,0.33940000000000037,7.0,4.0,5
DengueDrug373,C472H572N382O377,Antiviral,116 mg/day,"Stomach irritation, kidney damage, bleeding",PharmaCompany2,C(C(O)=O)(C)c1ccc(cc1)CC(C)C,206.28499999999997,3.0732000000000017,1.0,1.0,6
DengueDrug374,C473H573N383O378,Antiviral,116 mg/day,"Diarrhea, rash, injection site reaction",PharmaCompany3,n1(CC(=O)O)nnnc1SCC1C2NC(C(N)C(C)C=2C(N(C1=O)C)=O)=O,395.4010000000002,-2.188099999999996,10.0,3.0,2
DengueDrug375,C474H574N384O379,Antiviral,106 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany4,Oc1cc(c(O)c(c1O)O)[C@H]1O[C@@H](C)[C@H]([C@H](O)[C@@H](C1)O[C@H]1[C@@H]([C@@H](N(C)C)O[C@H](O)C1)O)CC,473.5190000000003,0.48709999999999976,11.0,7.0,1
DengueDrug376,C475H575N385O380,Antiviral,199 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany0,C(c1c(cccc1)C(C)c1ccccc1)(C(=O)[O-])C.[Na+],276.311,-0.30419999999999936,2.0,0.0,7
DengueDrug377,C476H576N386O381,Antiviral,143 mg/day,"Vision problems, heart issues",PharmaCompany1,c1c(ccc(Nc2ccccn2)c1)C(CNC(C)C)O,271.36400000000003,2.8566000000000007,4.0,3.0,8
DengueDrug378,C477H577N387O382,Antiviral,160 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany2,C1[C@@H](O)O[C@@H]([C@H]([C@@H]1O[C@@H]1C[C@H](O[C@@H](C)[C@@H](CC)[C@@H]1O)c1c(c(O)c(O)c(O)c1)O)O)N(C)C,473.5190000000002,0.48709999999999964,11.0,7.0,1
DengueDrug379,C478H578N388O383,Antiviral,184 mg/day,"Increased bleeding, stomach ulcers",PharmaCompany3,c1c(C(=O)O)c(ccc1)OC(C)=O,180.15899999999996,1.3101,3.0,1.0,4
DengueDrug380,C479H579N389O384,Antiviral,132 mg/day,"Vision problems, heart issues",PharmaCompany4,c1cc(Nc2ccc(C(O)CNC(C)C)cc2)ncc1,271.364,2.856600000000001,4.0,3.0,8
DengueDrug381,C480H580N390O385,Antiviral,62 mg/day,"Dizziness, fatigue, headache",PharmaCompany0,n1cc(N=C(N(C)C)SCCNC)n(C)c1,241.36399999999998,0.9217999999999995,5.0,1.0,3
DengueDrug382,C481H581N391O386,Antiviral,53 mg/day,"Photosensitivity, stomach upset",PharmaCompany1,O=C1N2C(c3ccccc3)=C(N(C(C(=O)C2)C1C)C1C(C(C)C(C(C1O)O)O)C)O,416.47400000000005,0.33940000000000003,7.0,4.0,5
DengueDrug383,C482H582N392O387,Antiviral,109 mg/day,"Stomach pain, heartburn, dizziness",PharmaCompany2,c1ccccc1C(CCN(C)C)c1ccc(cn1)Cl,274.79499999999996,3.8186000000000027,2.0,0.0,7
DengueDrug384,C483H583N393O388,Antiviral,63 mg/day,"Diarrhea, nausea, stomach pain",PharmaCompany3,O[C@H]1O[C@@H]([C@H]([C@H](O[C@H]2[C@H]([C@@H]([C@H](C)O[C@H](c3cc(c(O)c(c3O)O)O)C2)CC)O)C1)O)N(C)C,473.51900000000023,0.48709999999999953,11.0,7.0,1
